simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
白酒,白酒,bái jiǔ,"(Tw) white wine (abbr. for 酒) ; baijiu, a spirit usually distilled from sorghum",13749,5,n,白,白酒,白酒,2.0,bai2 jiu3,baijiu,43.0,1.28,1.6335,35.0,0.56,1.5441,n,43.0,.n.,.43.,spirit usually distilled from sorghum or maize/white spirit,白酒
白领,白領,bái lǐng,white-collar ; white-collar worker,11481,6,"b,n",白,白领,白领,2.0,bai2 ling3,bailing,61.0,1.82,1.7853,58.0,0.93,1.7634,b,57.0,.b.n.,.57.4.,white collar/business person,白领
白色,白色,bái sè,anti-communist ; fig. reactionary ; white,2643,2,n,白,白色,白色,2.0,bai2 se4,baise,880.0,26.23,2.9445,566.0,9.07,2.7528,n,880.0,.n.,.880.,white/fig. reactionary,白色
白天,白天,bái tiān,day ; daytime ; during the day,3645,1,t,白,白天,白天,2.0,bai2 tian1,baitian,582.0,17.35,2.7649,469.0,7.51,2.6712,t,582.0,.t.,.582.,daytime/during the day/day,白天
百,百,Bǎi | bǎi,all kinds of ; hundred ; numerous ; surname Bai,2455,1,"m,t",白,百,百,1.0,bai3/bo2,bai,981.0,29.24,2.9917,673.0,10.78,2.828,m,980.0,.m.t.,.980.1.,hundred/100,百
百分比,百分比,bǎi fēn bǐ,percentage,21781,7,n,白,百分比,百分比,3.0,bai3 fen1 bi3,baifenbi,23.0,0.69,1.3617,20.0,0.32,1.301,n,23.0,.n.,.23.,percentage,百分比
百分点,百分點,bǎi fēn diǎn,percentage point,10677,6,n,白,百分点,百分点,3.0,bai3 fen1 dian3,baifendian,48.0,1.43,1.6812,31.0,0.5,1.4914,n,48.0,.n.,.48.,percentage point,百分点
百合,百合,bǎi hé,lily,10056,7,"n,nr",白,百合,百合,2.0,bai3 he2,baihe,144.0,4.29,2.1584,38.0,0.61,1.5798,n,126.0,.n.nr.,.126.18.,lily,百合
百货,百貨,bǎi huò,general merchandise,11134,4,n,白,百货,百货,2.0,bai3 huo4,baihuo,63.0,1.88,1.7993,48.0,0.77,1.6812,n,63.0,.n.,.63.,general merchandise,百货
百科全书,百科全書,bǎi kē quán shū,encyclopedia,22806,7,n,白,百科全书,百科全书,4.0,bai3 ke1 quan2 shu1,baikequanshu,40.0,1.19,1.6021,34.0,0.54,1.5315,n,40.0,.n.,.40.,encyclopedia,百科全书
柏树,柏樹,bǎi shù,Taiwan pr. [bó shù] ; cypress tree,38128,7,n,木,柏树,柏树,2.0,bai3 shu4,baishu,16.0,0.48,1.2041,7.0,0.11,0.8451,n,16.0,.n.,.16.,cypress tree/Taiwan pr. bo2 shu4,柏树
摆,擺,bǎi,a pendulum ; to arrange ; to exhibit ; to move to and fro,1854,4,v,扌,摆,摆,1.0,bai3,bai,1674.0,49.9,3.2238,1007.0,16.13,3.003,v,1674.0,.v.,.1674.,to arrange/to exhibit/to move to and fro/a pendulum,摆
摆动,擺動,bǎi dòng,to move back and forth ; to oscillate ; to sway ; to swing,16046,4,v,扌,摆动,摆动,2.0,bai3 dong4,baidong,97.0,2.89,1.9868,75.0,1.2,1.8751,v,97.0,.v.,.97.,oscillation/swing/sway,摆动
摆放,擺放,bǎi fàng,to set up; to arrange; to lay out,10963,7,"v,vn",扌,摆放,摆放,2.0,bai3 fang4,baifang,77.0,2.3,1.8865,66.0,1.06,1.8195,v,73.0,.v.vn.,.73.4.,#,摆放
摆平,擺平,bǎi píng,to be fair ; to be impartial ; to settle (a matter etc),16373,7,v,扌,摆平,摆平,2.0,bai3 ping2,baiping,316.0,9.42,2.4997,244.0,3.91,2.3874,v,316.0,.v.,.316.,to be fair/to be impartial,摆平
摆设,擺設,bǎi she | bǎi shè,(fig.) sth that is merely for show ; decorative item ; ornament ; to display ; to furnish (a room or house) ; to set out,14321,7,"n,v",扌,摆设,摆设,2.0,bai3 she4,baishe,77.0,2.3,1.8865,73.0,1.17,1.8633,n,69.0,.n.v.,.69.8.,furnish and decorate (a room),摆设
摆脱,擺脫,bǎi tuō,to break away (from) ; to break away from ; to break out (of) ; to cast off (old ideas etc) ; to extricate oneself ; to free oneself from ; to get rid of,3424,4,v,扌,摆脱,摆脱,2.0,bai3 tuo1,baituo,1084.0,32.31,3.035,876.0,14.03,2.9425,v,1084.0,.v.,.1084.,to break away from/to cast off (old ideas etc)/to get rid of/to break away (from)/to break out (of)/to free oneself from/to extricate oneself,摆脱
败,敗,bài,to damage ; to defeat ; to fail ; to lose (to an opponent) ; to wither,4262,4,v,贝,败,败,1.0,bai4,bai,319.0,9.51,2.5038,237.0,3.8,2.3747,v,319.0,.v.,.319.,be defeated/to defeat/loss,败
拜访,拜訪,bài fǎng,to pay a visit; to call on,6619,5,"v,vn",手,拜访,拜访,2.0,bai4 fang3,baifang,688.0,20.51,2.8376,552.0,8.84,2.7419,v,683.0,.v.vn.,.683.5.,pay a visit/call on,拜访
拜会,拜會,bài huì,(often used in the context of diplomacy) to meet with; to pay a visit to; to call on,30764,7,v,手,拜会,拜会,2.0,bai4 hui4,baihui,13.0,0.39,1.1139,11.0,0.18,1.0414,v,13.0,.v.,.13.,pay an official call/call on/visit in an official capacity,拜会
拜见,拜見,bài jiàn,to call to pay respects ; to meet one's senior or superior ; to pay a formal visit,24574,7,v,手,拜见,拜见,2.0,bai4 jian4,baijian,27.0,0.8,1.4314,25.0,0.4,1.3979,v,27.0,.v.,.27.,to pay a formal visit/to call to pay respects/to meet one's senior or superior,拜见
拜年,拜年,bài nián,to pay a New Year call ; to wish sb a Happy New Year,28932,7,v,手,拜年,拜年,2.0,bai4 nian2,bainian,4.0,0.12,0.6021,3.0,0.05,0.4771,v,4.0,.v.,.4.,pay a New Year call/wish sb a Happy New Year,拜年
拜托,拜託,bài tuō,please! ; to request sb to do sth,5463,7,v,手,拜托,拜托,2.0,bai4 tuo1,baituo,8456.0,252.07,3.9272,3240.0,51.9,3.5105,v,8456.0,.v.,.8456.,request sb to do sth/please! (Taiwan slang),拜托
扳,扳,bān | pān,to pull ; to recoup ; to turn (sth) around ; to turn around (a situation) ; variant of 攀,11169,7,v,扌,扳,扳,1.0,ban1/pan1,ban,70.0,2.09,1.8451,62.0,0.99,1.7924,v,70.0,.v.,.70.,"to pull or draw (up or out); variant of 攀, to climb up",扳
班,班,Bān | bān,(military) squad ; classifier for groups of people and scheduled transport vehicles ; surname Ban ; team; class; grade ; work shift,1238,1,"n,q,nr",王,班,班,1.0,ban1,ban,2235.0,66.62,3.3493,1185.0,18.98,3.0737,n,1765.0,.n.q.nr.,.1765.469.1.,team/class/squad/work shift/classifier for groups/ranking/surname Ban,班
班级,班級,bān jí,class (group of students) ; grade (in school),10486,3,n,王,班级,班级,2.0,ban1 ji2,banji,116.0,3.46,2.0645,89.0,1.43,1.9494,n,116.0,.n.,.116.,classes or grades in school,班级
班长,班長,bān zhǎng,class monitor ; squad leader ; team leader,9622,2,n,王,班长,班长,2.0,ban1 zhang3,banzhang,117.0,3.49,2.0682,53.0,0.85,1.7243,n,117.0,.n.,.117.,class monitor/squad leader/team leader,班长
颁布,頒布,bān bù,"to enact (laws, decrees etc) ; to issue ; to proclaim",12004,7,"v,vn",页,颁布,颁布,2.0,ban1 bu4,banbu,45.0,1.34,1.6532,41.0,0.66,1.6128,v,43.0,.v.vn.,.43.2.,to issue/to promulgate,颁布
颁发,頒發,bān fā,to award ; to issue ; to promulgate,8003,7,v,页,颁发,颁发,2.0,ban1 fa1,banfa,128.0,3.82,2.1072,98.0,1.57,1.9912,v,128.0,.v.,.128.,issue/promulgate/award,颁发
颁奖,頒獎,bān jiǎng,to confer an award,5383,7,"vn,v",页,颁奖,颁奖,2.0,ban1 jiang3,banjiang,260.0,7.75,2.415,125.0,2.0,2.0969,vn,206.0,.vn.v.,.206.54.,to award (a medal),颁奖
斑点,斑點,bān diǎn,speckle ; spot ; stain,13316,7,n,文,斑点,斑点,2.0,ban1 dian3,bandian,123.0,3.67,2.0899,74.0,1.19,1.8692,n,123.0,.n.,.123.,spot/stain/speckle,斑点
搬,搬,bān,to copy indiscriminately ; to move (i.e. relocate oneself) ; to move (sth relatively heavy or bulky) ; to shift,2254,3,v,扌,搬,搬,1.0,ban1,ban,3598.0,107.25,3.5561,1868.0,29.92,3.2714,v,3598.0,.v.,.3598.,to move/to shift/to remove/to transport/fig. to apply indiscriminately/to copy mechanically,搬
搬家,搬家,bān jiā,to move house; to relocate ; to remove (sth),7790,3,"v,vn",扌,搬家,搬家,2.0,ban1 jia1,banjia,586.0,17.47,2.7679,399.0,6.39,2.601,v,527.0,.v.vn.,.527.59.,to move house/removal,搬家
搬迁,搬遷,bān qiān,removal ; to move ; to relocate,14777,7,"v,vn",扌,搬迁,搬迁,2.0,ban1 qian1,banqian,33.0,0.98,1.5185,25.0,0.4,1.3979,v,26.0,.v.vn.,.26.7.,to move/to relocate/removal,搬迁
板,板 | 闆,bǎn | pàn,"accented beat in Chinese music ; board ; clappers (music) ; hard ; plank ; plate ; see 老板, boss ; shutter ; stiff ; table tennis bat ; to catch sight of in a doorway (old) ; to stop smiling or look serious",1759,3,"g,n,v,q,a",木,板,板,1.0,ban3,ban,1213.0,36.16,3.0839,641.0,10.27,2.8069,g,1053.0,.g.n.v.q.a.,.1053.122.30.6.2.,"board/plank/plate/slab/stiff/unnatural/pedal; see 老板, boss",板
板块,板塊,bǎn kuài,(economic) bloc ; (fig.) sector (of the stock market or of industry) ; (geology) tectonic plate ; slab,11235,7,n,木,板块,板块,2.0,ban3 kuai4,bankuai,39.0,1.16,1.5911,13.0,0.21,1.1139,n,39.0,.n.,.39.,block/slab/tectonic plate/continental plate,板块
版,版,bǎn,a register ; block of printing ; edition ; page ; version,1545,5,"n,q",片,版,版,1.0,ban3,ban,950.0,28.32,2.9777,695.0,11.13,2.842,n,936.0,.n.q.,.936.14.,a register/a block of printing/an edition/version/page,版
办,辦,bàn,to deal with ; to do ; to go about ; to handle ; to manage ; to run ; to set up,691,2,v,力,办,办,1.0,ban4,ban,5139.0,153.19,3.7109,2818.0,45.14,3.4499,v,5139.0,.v.,.5139.,to do/to manage/to handle/to go about/to run/to set up/to deal with,办
办不到,辦不到,bàn bu dào,can't be done ; impossible ; no can do ; unable to accomplish,1000000,7,,力,办不到,,,,,,,,,,,,,,,,
办法,辦法,bàn fǎ,means ; method ; way (of doing sth),538,2,n,力,办法,办法,2.0,ban4 fa3,banfa,8059.0,240.23,3.9063,3701.0,59.28,3.5683,n,8059.0,.n.,.8059.,means/method/way (of doing sth),办法
办公,辦公,bàn gōng,to handle official business ; to work (esp. in an office),5310,6,"vn,v",力,办公,办公,2.0,ban4 gong1,bangong,231.0,6.89,2.3636,181.0,2.9,2.2577,vn,152.0,.vn.v.,.152.79.,to handle official business/to work (esp. in an office),办公
办公室,辦公室,bàn gōng shì,bureau ; business premises ; office,1162,2,n,力,办公室,办公室,3.0,ban4 gong1 shi4,bangongshi,5882.0,175.34,3.7695,2515.0,40.29,3.4005,n,5882.0,.n.,.5882.,office,办公室
办理,辦理,bàn lǐ,to handle; to transact; to conduct,6575,3,v,力,办理,办理,2.0,ban4 li3,banli,101.0,3.01,2.0043,93.0,1.49,1.9685,v,101.0,.v.,.101.,to handle/to transact/to conduct,办理
办事,辦事,bàn shì,to handle (affairs) ; to work,4819,4,"v,vn",力,办事,办事,2.0,ban4 shi4,banshi,366.0,10.91,2.5635,322.0,5.16,2.5079,v,324.0,.v.vn.,.324.42.,to handle (affairs)/to work,办事
办事处,辦事處,bàn shì chù,agency ; office,11821,6,n,力,办事处,办事处,3.0,ban4 shi4 chu4,banshichu,76.0,2.27,1.8808,63.0,1.01,1.7993,n,76.0,.n.,.76.,office/agency,办事处
办学,辦學,bàn xué,to run a school,39436,6,vn,力,办学,办学,2.0,ban4 xue2,banxue,1.0,0.03,0.0,1.0,0.02,0.0,vn,1.0,.vn.,.1.,to run a school,办学
半,半,bàn,(after a number) and a half ; half ; incomplete ; semi-,727,1,m,十,半,半,1.0,ban4,ban,5389.0,160.64,3.7315,2917.0,46.72,3.4649,m,5389.0,.m.,.5389.,half/semi-/incomplete/(after a number) and a half,半
半边天,半邊天,bàn biān tiān,half the sky ; women of the new society ; womenfolk,37858,7,n,十,半边天,半边天,3.0,ban4 bian1 tian1,banbiantian,8.0,0.24,0.9031,7.0,0.11,0.8451,n,8.0,.n.,.8.,half the sky/women of the new society/women folk,半边天
半场,半場,bàn chǎng,half of a game or contest ; half-court,2794,7,,十,半场,,,,,,,,,,,,,,,,
半岛,半島,bàn dǎo,peninsula,12843,7,n,十,半岛,半岛,2.0,ban4 dao3,bandao,91.0,2.71,1.959,55.0,0.88,1.7404,n,91.0,.n.,.91.,peninsula/Al Jazeera (Arabic-language news network),半岛
半决赛,半決賽,bàn jué sài,semifinals,10520,6,n,十,半决赛,半决赛,3.0,ban4 jue2 sai4,banjuesai,66.0,1.97,1.8195,42.0,0.67,1.6232,n,66.0,.n.,.66.,semifinals,半决赛
半路,半路,bàn lù,halfway ; midway ; on the way,15433,7,n,十,半路,半路,2.0,ban4 lu4,banlu,85.0,2.53,1.9294,82.0,1.31,1.9138,n,85.0,.n.,.85.,halfway/midway/on the way,半路
半年,半年,bàn nián,half a year,37795,1,nr,十,半年,半年,2.0,ban4 nian2,bannian,1.0,0.03,0.0,1.0,0.02,0.0,nr,1.0,.nr.,.1.,half a year,半年
半数,半數,bàn shù,half the number; half,11646,7,m,十,半数,半数,2.0,ban4 shu4,banshu,102.0,3.04,2.0086,93.0,1.49,1.9685,m,102.0,.m.,.102.,half the number/half,半数
半天,半天,bàn tiān,a long time ; half of the day ; midair ; quite a while,7467,1,"mq,t",十,半天,半天,2.0,ban4 tian1,bantian,115.0,3.43,2.0607,109.0,1.75,2.0374,mq,114.0,.mq.t.,.114.1.,half of the day/a long time/quite a while,半天
半途而废,半途而廢,bàn tú ér fèi,to give up halfway (idiom); leave sth unfinished,25389,7,v,十,半途而废,半途而废,4.0,ban4 tu2 er2 fei4,bantuerfei,74.0,2.21,1.8692,63.0,1.01,1.7993,v,74.0,.v.,.74.,to give up halfway (idiom); leave sth unfinished,半途而废
半信半疑,半信半疑,bàn xìn bàn yí,dubious ; half doubting ; skeptical,40048,7,v,十,半信半疑,半信半疑,4.0,ban4 xin4 ban4 yi2,banxinbanyi,6.0,0.18,0.7782,6.0,0.1,0.7782,v,6.0,.v.,.6.,"half-believe, half-doubt",半信半疑
半夜,半夜,bàn yè,in the middle of the night ; midnight,4212,2,t,十,半夜,半夜,2.0,ban4 ye4,banye,533.0,15.89,2.7267,447.0,7.16,2.6503,t,533.0,.t.,.533.,midnight/in the middle of the night,半夜
半真半假,半真半假,bàn zhēn bàn jiǎ,(idiom) half true and half false,70634,7,,十,半真半假,,,,,,,,,,,,,,,,
伴,伴,bàn,partner; companion; comrade; associate ; to accompany,3537,7,"v,g",亻,伴,伴,1.0,ban4,ban,525.0,15.65,2.7202,414.0,6.63,2.617,v,524.0,.v.g.,.524.1.,partner/companion/comrade/associate/to accompany,伴
伴侣,伴侶,bàn lǚ,companion ; mate ; partner,6851,7,n,亻,伴侣,伴侣,2.0,ban4 lu:3,banlv,458.0,13.65,2.6609,311.0,4.98,2.4928,n,458.0,.n.,.458.,companion/mate/partner,伴侣
伴随,伴隨,bàn suí,concomitant ; to accompany ; to follow ; to occur together with,6047,7,v,亻,伴随,伴随,2.0,ban4 sui2,bansui,223.0,6.65,2.3483,207.0,3.32,2.316,v,223.0,.v.,.223.,to accompany/to follow/to occur together with/attendant,伴随
伴奏,伴奏,bàn zòu,to accompany (musically),13684,7,"v,vn",亻,伴奏,伴奏,2.0,ban4 zou4,banzou,113.0,3.37,2.0531,84.0,1.35,1.9243,v,83.0,.v.vn.,.83.30.,to accompany (musically),伴奏
拌,拌,bàn,to mix ; to mix in ; to toss (a salad),9875,7,v,扌,拌,拌,1.0,ban4,ban,112.0,3.34,2.0492,69.0,1.11,1.8388,v,112.0,.v.,.112.,to mix/mix in/to toss (a salad),拌
扮,扮,bàn,to disguise oneself as ; to dress up ; to play (a role) ; to put on (an expression),6738,7,v,扌,扮,扮,1.0,ban4,ban,437.0,13.03,2.6405,321.0,5.14,2.5065,v,437.0,.v.,.437.,to disguise oneself/to dress up/adorn,扮
扮演,扮演,bàn yǎn,to act ; to play the role of,3471,5,v,扌,扮演,扮演,2.0,ban4 yan3,banyan,1012.0,30.17,3.0052,703.0,11.26,2.847,v,1012.0,.v.,.1012.,play the part of/act,扮演
帮,幇 | 幚 | 幫,bāng,"clique ; for sb (i.e. as a help) ; gang ; group ; hired (as worker) ; old variant of 帮 ; outer layer ; party ; secret society ; side (of pail, boat etc) ; to assist ; to help ; to support ; upper (of a shoe)",395,1,"v,q",巾,帮,帮,1.0,bang1,bang,31793.0,947.73,4.5023,5730.0,91.78,3.7582,v,30383.0,.v.q.,.30383.1410.,"to help/to assist/to support/for sb (i.e. as a help)/hired (as worker)/side (of pail, boat etc)/outer layer/group/gang/clique/party/secret society",帮
帮忙,幫忙,bāng máng,to do a favor ; to do a good turn ; to help ; to lend a hand,1860,1,"v,vn",巾,帮忙,帮忙,2.0,bang1 mang2,bangmang,5725.0,170.66,3.7578,3086.0,49.43,3.4894,v,5724.0,.v.vn.,.5724.1.,to help/to lend a hand/to do a favor/to do a good turn,帮忙
帮手,幫手,bāng shǒu,helper; assistant,10534,7,n,巾,帮手,帮手,2.0,bang1 shou3,bangshou,360.0,10.73,2.5563,303.0,4.85,2.4814,n,360.0,.n.,.360.,helper/assistant,帮手
帮助,幫助,bāng zhù,assistance; aid ; to help; to assist,499,2,"v,vn",巾,帮助,帮助,2.0,bang1 zhu4,bangzhu,10033.0,299.08,4.0014,3991.0,63.93,3.6011,v,8069.0,.v.vn.,.8069.1964.,assistance/aid/to help/to assist,帮助
绑,綁,bǎng,bind or fasten together ; to kidnap ; to tie,5003,7,v,纟,绑,绑,1.0,bang3,bang,1259.0,37.53,3.1,813.0,13.02,2.9101,v,1259.0,.v.,.1259.,to tie/bind or fasten together/to kidnap,绑
绑架,綁架,bǎng jià,a kidnapping ; abduction ; staking ; to abduct ; to hijack ; to kidnap,3992,7,"v,vn",纟,绑架,绑架,2.0,bang3 jia4,bangjia,2199.0,65.55,3.3422,832.0,13.33,2.9201,v,2126.0,.v.vn.,.2126.73.,kidnap/staking,绑架
榜样,榜樣,bǎng yàng,example ; model,6902,7,n,木,榜样,榜样,2.0,bang3 yang4,bangyang,273.0,8.14,2.4362,241.0,3.86,2.382,n,273.0,.n.,.273.,example/model,榜样
傍晚,傍晚,bàng wǎn,at dusk ; at night fall ; in the evening ; towards evening ; when night falls,9979,6,t,亻,傍晚,傍晚,2.0,bang4 wan3,bangwan,82.0,2.44,1.9138,78.0,1.25,1.8921,t,82.0,.t.,.82.,in the evening/when night falls/towards evening/at night fall/at dusk,傍晚
棒,棒,bàng,capable ; classifier for legs of a relay race ; club ; cudgel ; smart ; stick ; strong ; wonderful,1228,5,"a,g,q",木,棒,棒,1.0,bang4,bang,18253.0,544.11,4.2613,4325.0,69.28,3.636,a,16041.0,.a.g.q.,.16041.2031.181.,a stick/club or cudgel/smart/capable/strong,棒
棒球,棒球,bàng qiú,baseball,9599,7,n,木,棒球,棒球,2.0,bang4 qiu2,bangqiu,1147.0,34.19,3.0596,511.0,8.19,2.7084,n,1147.0,.n.,.1147.,baseball,棒球
磅,磅,bàng,"(loanword) pound (unit of weight, about 454 grams) ; (printing) point (unit used to measure the size of type) ; scale (instrument for weighing) ; to weigh",5014,7,q,石,磅,磅,1.0,bang4/pang2,bang,1311.0,39.08,3.1176,723.0,11.58,2.8591,q,1311.0,.q.,.1311.,"see 磅秤 scale/platform balance/pound (unit of weight, about 454 grams)",磅
包,包,Bāo | bāo,bag ; bundle ; container ; package ; packet ; surname Bao ; to contract (to or for) ; to cover ; to hold ; to hold or embrace ; to include ; to take charge of ; to wrap ; wrapper,755,1,"v,n,q",勹,包,包,1.0,bao1,bao,3748.0,111.73,3.5738,1957.0,31.35,3.2916,v,2154.0,.v.n.q.,.2154.1216.378.,to cover/to wrap/to hold/to include/to take charge of/package/wrapper/container/bag/to hold or embrace/bundle/packet/to contract (to or for)/surname Bao,包
包袱,包袱,bāo fu,a bundle wrapped in cloth ; burden ; funny part ; load ; punchline ; weight ; wrapping cloth,9285,7,n,勹,包袱,包袱,2.0,bao1 fu5,baofu,159.0,4.74,2.2014,100.0,1.6,2.0,n,159.0,.n.,.159.,cloth-wrapper/a bundle wrapped in cloth/load/weight/burden,包袱
包裹,包裹,bāo guǒ,bundle ; package ; parcel ; to bind up ; to wrap up,5432,4,"n,v",勹,包裹,包裹,2.0,bao1 guo3,baoguo,601.0,17.92,2.7789,357.0,5.72,2.5527,n,567.0,.n.v.,.567.34.,wrap up/bind up/bundle/package,包裹
包含,包含,bāo hán,to contain ; to embody ; to include,5524,4,v,勹,包含,包含,2.0,bao1 han2,baohan,245.0,7.3,2.3892,229.0,3.67,2.3598,v,245.0,.v.,.245.,to contain/to embody/to include,包含
包括,包括,bāo kuò,to comprise ; to consist of ; to include ; to incorporate ; to involve,788,4,v,勹,包括,包括,2.0,bao1 kuo4,baokuo,2376.0,70.83,3.3758,1695.0,27.15,3.2292,v,2376.0,.v.,.2376.,to comprise/to include/to involve/to incorporate/to consist of,包括
包容,包容,bāo róng,inclusive ; to contain ; to forgive ; to hold ; to pardon ; to show tolerance,10708,7,"v,vn",勹,包容,包容,2.0,bao1 rong2,baorong,74.0,2.21,1.8692,58.0,0.93,1.7634,v,69.0,.v.vn.,.69.5.,tolerant/forgiving/to pardon/to forgive/can contain/can hold/to tolerate/to show tolerance,包容
包围,包圍,bāo wéi,to encircle ; to hem in ; to surround,5295,5,"v,vn",勹,包围,包围,2.0,bao1 wei2,baowei,565.0,16.84,2.752,447.0,7.16,2.6503,v,552.0,.v.vn.,.552.13.,to surround/to encircle/to hem in,包围
包扎,包扎 | 包紮,bāo zā,to bind up (a wound) ; to pack ; to wrap up ; variant of 包扎,14432,7,"v,vn",勹,包扎,包扎,2.0,bao1 za1,baozha,101.0,3.01,2.0043,88.0,1.41,1.9445,v,96.0,.v.vn.,.96.5.,to bind/to wrap up/to bind up/to pack; wrap up/bind up/pack,包扎
包装,包裝,bāo zhuāng,packaging ; to pack ; to package ; to wrap,4634,5,"n,v,vn",勹,包装,包装,2.0,bao1 zhuang1,baozhuang,270.0,8.05,2.4314,216.0,3.46,2.3345,n,194.0,.n.v.vn.,.194.52.24.,pack/package,包装
包子,包子,bāo zi,bao (steamed stuffed bun),16315,1,n,勹,包子,包子,2.0,bao1 zi5,baozi,26.0,0.78,1.415,8.0,0.13,0.9031,n,26.0,.n.,.26.,steamed stuffed bun,包子
煲,煲,bāo,pot ; saucepan ; to cook slowly over a low flame,14364,7,v,火,煲,煲,1.0,bao1,bao,33.0,0.98,1.5185,25.0,0.4,1.3979,v,33.0,.v.,.33.,pot or saucepan/to boil/cook or heat,煲
薄,薄,Bó | báo | bò | bó,cold in manner ; frivolous ; indifferent ; infertile ; light ; meager ; see 荷 ; slight ; surname Bo ; thin ; to approach or near ; to belittle ; to despise ; to look down on ; ungenerous or unkind ; weak,4129,4,a,艹,薄,薄,1.0,bao2/bo2/bo4,bao,338.0,10.08,2.5289,254.0,4.07,2.4048,a,338.0,.a.,.338.,thin/cold in manner/indifferent/weak/light/infertile; meager/mean/weak/poor/frail/frivolous/to despise/to look down on/surname Bo,薄
薄弱,薄弱,bó ruò,weak; frail,10648,5,a,艹,薄弱,薄弱,2.0,bo2 ruo4,boruo,81.0,2.41,1.9085,66.0,1.06,1.8195,a,81.0,.a.,.81.,weak/frail,薄弱
宝,寳 | 寶,bǎo,gem ; jewel ; precious ; treasure ; variant of 宝,1908,4,"n,v",宀,宝,宝,1.0,bao3,bao,781.0,23.28,2.8927,350.0,5.61,2.5441,n,780.0,.n.v.,.780.1.,a jewel or gem/a treasure/precious,宝
宝宝,寶寶,bǎo bao,darling; baby,1968,4,n,宀,宝宝,宝宝,2.0,bao3 bao3,baobao,1330.0,39.65,3.1239,545.0,8.73,2.7364,n,1330.0,.n.,.1330.,darling/baby,宝宝
