simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
人手,rén shǒu,human hand ; manpower ; staff,7.0,n,人,-0.9793134031759831
人才,rén cái,attractive looks ; looks ; talent ; talented person,3.0,n,人,-0.47940393905936396
人数,rén shù,number of people,2.0,n,人,-1.0932159592947646
人文,rén wén,culture ; human affairs ; humanities,7.0,n,人,1.052918581257822
人格,rén gé,dignity ; integrity ; personality,7.0,n,人,-0.36184433099122043
人权,rén quán,human rights,6.0,n,人,-0.6095917663773528
人次,rén cì,classifier for number of people participating ; person-times ; visits,7.0,qv,人,6.472070377256866
人民,rén mín,the people,3.0,n,人,-1.3153163926992544
人为,rén wéi,artificial ; having human cause or origin ; human attempt or effort ; man-made,7.0,"b,d",人,0.7679138416898273
人物,rén wù,"character (in a play, novel etc) ; figure painting (as a genre of traditional Chinese painting) ; person; personage; figure (esp. sb of importance)",5.0,n,人,-0.7953462103912063
人生,rén shēng,life (one's time on earth),3.0,n,人,-1.443941966089427
人群,rén qún,crowd,3.0,n,人,-0.5106254320467648
人质,rén zhì,hostage,7.0,n,人,-0.7773802902213239
人身,rén shēn,human body ; person ; personal,7.0,n,人,0.8850828862760172
人造,rén zào,artificial ; man-made ; synthetic,7.0,b,人,-0.02308381152535506
人道,rén dào,"human sympathy ; humane ; humanitarianism ; sexual intercourse ; the ""human way"", one of the stages in the cycle of reincarnation (Buddhism)",7.0,n,人,-0.2683576781924463
人选,rén xuǎn,candidate ; choice of person,7.0,n,人,0.2967758874104852
人间,rén jiān,the earth ; the human world,5.0,n,人,0.21917214954450498
人类,rén lèi,human race ; humanity ; mankind,3.0,n,人,-1.8710882275197476
人体,rén tǐ,human body,7.0,n,人,-0.263280352927045
什么,shén me,anything ; something ; what?,1.0,r,亻,-0.1736045254738681
仁慈,rén cí,benevolent ; charitable ; kind ; kindly ; kindness ; merciful,7.0,a,亻,-0.607745551225985
仇人,chóu rén,foe ; one's personal enemy,7.0,n,亻,-1.228090548396201
仇恨,chóu hèn,enmity ; hatred ; hostility ; to hate,7.0,"n,vn,v",亻,-0.7365131052279345
今天,jīn tiān,at the present ; now ; today,1.0,t,人,-1.391109293767239
今年,jīn nián,this year,1.0,t,人,-0.9981788453526335
今后,jīn hòu,from now on ; henceforth ; hereafter ; in the future,2.0,t,人,-0.29805229560540625
今日,jīn rì,today,5.0,t,人,-1.582461814355767
介入,jiè rù,to intervene; to get involved,7.0,"v,vn",人,0.0796225914440806
介意,jiè yì,to care about ; to mind ; to take offense,7.0,v,人,-0.5496935730266204
介绍,jiè shào,introduction ; to give a presentation ; to introduce (sb to sb) ; to present (sb for a job etc),1.0,"v,vn",人,-1.3340634398330438
仍然,réng rán,still; as before; yet,3.0,d,亻,-0.985041667577974
仍旧,réng jiù,still (remaining) ; to remain (the same) ; yet,5.0,d,亻,-0.3938587437269873
仔细,zǐ xì,careful; attentive; cautious ; to be careful; to look out,5.0,"ad,a",亻,-0.5843117423087475
他人,tā rén,another person; sb else; other people,7.0,r,亻,0.2820528701390925
他们,tā men,they,1.0,r,亻,-1.5259602972997595
付出,fù chū,to pay; to expend; to invest (energy or time),4.0,"v,vn",亻,-0.9053667172593648
付款,fù kuǎn,payment ; to pay a sum of money,7.0,"v,vn",亻,-1.508645316266468
仙女,xiān nǚ,fairy,7.0,n,亻,-0.4874637915686205
代价,dài jià,consideration (in share dealing) ; cost ; price,5.0,n,亻,-1.1264138552608527
代替,dài tì,to replace ; to take the place of,4.0,v,亻,0.1755828129618957
代理,dài lǐ,(computing) proxy ; surrogate ; to act as an agent or proxy ; to act on behalf of sb in a responsible position,5.0,"vn,v",亻,0.17857713299020966
代号,dài hào,code name,7.0,n,亻,0.21893535945878653
代表,dài biǎo,delegate ; in the name of ; on behalf of ; representative ; to represent ; to stand for,3.0,"n,v",亻,-0.32967614485921953
以上,yǐ shàng,(used to indicate that one has completed one's remarks) That is all. ; that amount or more ; that level or higher ; the above-mentioned,2.0,f,人,-0.3111894733800642
以下,yǐ xià,that amount or less ; that level or lower ; the following,2.0,f,人,1.3524453935631393
以来,yǐ lái,since (a previous event),3.0,f,人,0.7077788582533764
以便,yǐ biàn,in order to ; so as to ; so that,5.0,"d,c",人,5.1067194082680905
以免,yǐ miǎn,in order to avoid ; so as not to,7.0,"c,v",人,2.1829371295935065
以内,yǐ nèi,less than ; within,4.0,f,人,7.450822463033505
以前,yǐ qián,ago ; before ; formerly ; previous,2.0,f,人,-1.2309546805971971
以及,yǐ jí,and ; as well as ; too,4.0,cc,人,0.20370338366258087
以外,yǐ wài,apart from ; beyond ; except for ; external ; on the other side of ; other than ; outside of,2.0,f,人,0.28312975111101313
以往,yǐ wǎng,formerly ; in the past,5.0,t,人,0.7906849186860181
以后,yǐ hòu,after ; afterwards ; following ; in the future ; later ; later on,2.0,f,人,-1.1290176118072115
以为,yǐ wéi,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),2.0,v,人,-0.9748752242627139
以致,yǐ zhì,down to ; to such an extent as to ; up to,7.0,c,人,2.4749248406988373
仲裁,zhòng cái,arbitration,7.0,vn,亻,5.591515291631365
任何,rèn hé,any ; whatever ; whatsoever ; whichever,3.0,r,亻,-1.0805877400449193
任务,rèn wu,mission; assignment; task; duty; role,3.0,n,亻,-1.4052761813759842
任命,rèn mìng,(job) appointment ; to appoint,7.0,"v,vn",亻,0.615747857124015
任意,rèn yì,any ; arbitrary ; at random ; at will,7.0,"d,b",亻,-0.1595206545546075
任期,rèn qī,tenure (entire period in office) ; term of office,7.0,n,亻,1.2947839788457283
任职,rèn zhí,to hold a post; to take office,7.0,"v,vn",亻,0.051135042830356435
仿制,fǎng zhì,to copy ; to imitate ; to make by imitating a model,7.0,v,亻,1.3231649252010491
企图,qǐ tú,attempt ; to attempt ; to try,6.0,"v,vn",人,-0.8530194178930762
企业,qǐ yè,company; firm; enterprise; corporation,4.0,n,人,0.31149890468187524
休假,xiū jià,to go on vacation; to have a holiday; to take leave,2.0,"v,vn,n",亻,-0.7240032810209482
休克,xiū kè,shock (loanword) ; to go into shock,7.0,"vn,v",亻,0.38673567608721504
休息,xiū xi,rest ; to rest,1.0,"v,vn",亻,-1.49679822398053
休想,xiū xiǎng,don't imagine (that) ; don't think (that),7.0,v,亻,0.1797370306516132
休闲,xiū xián,idle ; leisure ; not working ; relaxation ; to enjoy leisure ; to lie fallow,5.0,"vn,v",亻,-1.0951687767045342
休养,xiū yǎng,to convalesce ; to recover ; to recuperate,7.0,"v,vn",亻,-0.7555087352319024
伙伴,huǒ bàn,companion ; comrade ; partner,4.0,n,亻,0.25653605598476775
伙食,huǒ shí,food ; meals,7.0,n,亻,0.46212622088878885
伯伯,bó bo,father's elder brother ; uncle,7.0,n,亻,-1.320914469273927
伯母,bó mǔ,(polite form of address for a woman who is about the age of one's mother) ; aunt ; wife of father's elder brother,7.0,n,亻,-0.670756459647892
伯父,bó fù,father's elder brother ; term of respect for older man,7.0,n,亻,-0.5998158865440462
估算,gū suàn,assessment ; evaluation,7.0,"v,vn",亻,0.8194800140922098
估计,gū jì,(coll.) to suppose ; to estimate ; to reckon,5.0,"v,vn",亻,-0.9326943682116854
伴侣,bàn lǚ,companion ; mate ; partner,7.0,n,亻,-0.5565935278744734
伴奏,bàn zòu,to accompany (musically),7.0,"v,vn",亻,-0.6947110198744008
伴随,bàn suí,concomitant ; to accompany ; to follow ; to occur together with,7.0,v,亻,0.27413499824161386
伸张,shēn zhāng,to promote ; to uphold (e.g. justice or virtue),7.0,"v,vn",亻,0.4566465393569751
伸手,shēn shǒu,(fig.) to beg ; to get involved ; to hold out a hand ; to meddle ; to reach out with one's hand,7.0,v,亻,-1.3702556558274444
伸缩,shēn suō,adjustable ; extensible ; flexible ; retractable ; telescoping (collapsible) ; to lengthen and shorten,7.0,"vn,v",亻,0.8448784332036756
伺候,cì hou,to serve; to wait upon,7.0,v,亻,0.8753305920116266
伺机,sì jī,to wait for an opportunity ; to watch for one's chance,7.0,d,亻,1.8649948697140613
似乎,sì hū,it seems; seemingly; as if,4.0,d,亻,-0.2567827543456028
似的,shì de,Taiwan pr. [sì de] ; rather like ; seems as if,4.0,u,亻,6.269498117950077
但是,dàn shì,but; however,2.0,c,亻,-1.2172849587288077
但愿,dàn yuàn,I wish (that) ; if only (sth were possible),7.0,v,亻,2.925078969211069
布局,bù jú,arrangement ; composition ; layout ; opening (chess jargon),7.0,"n,v",巾,-0.9889473023975145
布置,bù zhì,to arrange ; to decorate ; to deploy ; to fix up ; to put in order,4.0,"v,vn",巾,-0.34802083572659676
位子,wèi zi,place ; seat,7.0,n,亻,0.27895194785237803
位于,wèi yú,to be located at ; to be situated at ; to lie,4.0,v,亻,0.7611440746692921
位置,wèi zhi,place ; position ; seat,4.0,n,亻,-1.4771398620555136
低下,dī xià,low status ; lowly ; to lower (one's head),7.0,"a,an",亻,2.8563751747405455
低估,dī gū,to underestimate; to underrate,7.0,v,亻,0.10671345231068013
低价,dī jià,low price,7.0,"n,ad",亻,-0.15821877628142733
低于,dī yú,to be lower than,5.0,v,亻,0.09343429392424402
低温,dī wēn,low temperature,6.0,n,亻,-0.6694545813747117
低调,dī diào,low pitch ; low-key ; low-profile ; quiet (voice) ; subdued,7.0,n,亻,-1.2567318704061594
低迷,dī mí,blurred (landscape etc) ; in a slump (economy) ; low (spirits),7.0,"a,v",亻,2.234456130858055
低头,dī tóu,to bow the head ; to give in ; to yield,6.0,v,亻,-0.8112291253240014
住址,zhù zhǐ,address,7.0,n,亻,1.4595781826613856
住宅,zhù zhái,residence; dwelling; abode,6.0,n,亻,-1.1488061615595455
住宿,zhù sù,accommodation ; lodging ; to stay at,7.0,"v,vn",亻,-1.2332980614889204
住户,zhù hù,household ; householder ; inhabitant,7.0,n,亻,-0.05914583969243772
住房,zhù fáng,housing,2.0,n,亻,-0.04287236127768912
住处,zhù chù,residence; dwelling,7.0,n,亻,-0.08817772518434944
住院,zhù yuàn,to be hospitalized ; to be in hospital,2.0,"v,vn",亻,-1.0831914965912797
占据,zhàn jù,to hold ; to occupy,6.0,v,⺊,-0.5387460027474514
占有,zhàn yǒu,to account for (a high proportion etc) ; to have ; to hold ; to occupy ; to own ; to possess,5.0,"v,vn",⺊,-0.6050116068523067
占用,zhàn yòng,to occupy,7.0,v,⺊,-0.6466717115940637
占领,zhàn lǐng,to capture; to seize; to occupy by force,5.0,"v,vn",⺊,-0.9362212323337281
何必,hé bì,there is no need ; why should,7.0,"d,r",亻,0.36719570920505823
何时,hé shí,when,7.0,r,亻,-1.2339490006255112
何况,hé kuàng,besides ; let alone ; to say nothing of ; what's more,7.0,"c,d",亻,0.5984092905218061
何苦,hé kǔ,is it worth the trouble? ; why bother?,7.0,d,亻,0.7030920964699287
何处,hé chù,whence ; where,7.0,r,亻,-0.2238216484652359
佛教,Fó jiào,Buddhism,6.0,nz,亻,-0.33619732900957633
作出,zuò chū,"to come up with ; to deliver (speech, judgment) ; to devise (explanation) ; to draw (conclusion) ; to extract ; to issue (a permit, statement, explanation, apology, reassurance to the public etc) ; to make (a choice, decision, proposal, response, comment etc) ; to put out",4.0,v,亻,0.17857713299020966
作品,zuò pǐn,opus ; work (of art),3.0,n,亻,-0.4533663735957662
作客,zuò kè,to live somewhere as a visitor; to stay with sb as a guest; to sojourn,7.0,v,亻,-0.2544275806694209
作家,zuò jiā,author,2.0,n,亻,-0.7872863578819498
作对,zuò duì,to make a pair ; to oppose ; to set oneself against,7.0,v,亻,1.1868582699991146
作废,zuò fèi,to become invalid ; to cancel ; to delete ; to nullify,6.0,v,亻,0.6997072129596611
作弊,zuò bì,to cheat ; to engage in corrupt practices ; to practice fraud,7.0,"v,vn",亻,-1.0218730299245065
作战,zuò zhàn,combat ; to fight,6.0,"v,vn",亻,-0.3851243665122238
作文,zuò wén,composition (student essay) ; to write an essay,2.0,n,亻,-1.0753802269522001
作业,zuò yè,homework ; operation ; school assignment ; task ; to operate ; work,2.0,"n,v,vn",亻,-0.8519779152745318
作为,zuò wéi,accomplishment ; achievement ; activity ; as (in the capacity of) ; deed ; one's conduct ; qua ; to act as ; to look upon (sth as) ; to take sth to be ; to view as,4.0,"p,v",亻,-0.9044436096836809
作用,zuò yòng,"(suffix) -ation, -tion etc, as in 用, inhibition ; action ; activity ; effect ; function ; impact ; intent ; purpose ; result ; to act on ; to affect",2.0,"n,v",亻,-1.4798738064291919
作者,zuò zhě,author; writer,3.0,n,亻,-0.6918704732423223
作风,zuò fēng,style ; style of work ; way,7.0,n,亻,0.4270821097713334
你们,nǐ men,you (plural),1.0,r,亻,-0.9256760183209718
佩服,pèi fú,to admire,7.0,v,亻,-1.3365488013365436
佳节,jiā jié,festive day ; holiday,7.0,n,亻,-0.04847043785236346
使劲,shǐ jìn,to exert all one's strength,4.0,v,亻,1.1295756259791998
使命,shǐ mìng,a calling ; long-term task to which one devotes oneself ; mission,7.0,n,亻,-1.2696204653106404
使唤,shǐ huan,"(coll.) to handle (a draught animal, tool, machine etc) ; Taiwan pr. [shǐ huàn] ; to order sb around",7.0,v,亻,0.3838833366706777
使得,shǐ de,doable ; feasible ; to cause ; to make ; usable ; workable,5.0,v,亻,2.895538125194344
使用,shǐ yòng,to apply ; to employ ; to make use of ; to use,2.0,"v,vn",亻,-0.5135013570322183
使者,shǐ zhě,emissary ; envoy,7.0,n,亻,-0.03427996467470227
来信,lái xìn,incoming letter ; to send us a letter,5.0,"n,v",木,0.27219397361630165
来到,lái dào,to arrive; to come,1.0,v,木,-0.17579413296935611
来回,lái huí,back and forth ; repeatedly ; return journey ; to and fro ; to make a round trip,7.0,"v,n,d",木,-0.46466912900351515
来年,lái nián,next year ; the coming year,7.0,t,木,1.323306905812827
来往,lái wǎng,to be in relation with ; to come and go ; to have dealings with,6.0,"v,vn",木,0.04786855436294796
来源,lái yuán,origin ; source (of information etc),4.0,n,木,-0.509856097867315
来临,lái lín,to approach; to come closer,7.0,"v,vn",木,0.19171431076486764
来访,lái fǎng,to pay a visit,7.0,"v,vn",木,-0.3283860593704967
来宾,Lái bīn | lái bīn,Laibin prefecture-level city in Guangxi ; guest ; visitor,7.0,n,木,1.1752833461522736
来电,lái diàn,"(of electricity, after an outage) to come back ; incoming telephone call (or telegram) ; to have an instant attraction to sb ; to phone in; to send in a telegram",7.0,"v,n",木,-0.1917954429450102
例外,lì wài,exception ; to be an exception,5.0,"v,n",亻,-1.3003447925576859
例如,lì rú,for example; for instance; such as,2.0,v,亻,-1.583893880456265
例子,lì zi,(for) instance ; case ; example,2.0,n,亻,-1.321044657101245
侍候,shì hòu,to serve ; to wait upon,7.0,v,亻,0.11699829066880077
供奉,gòng fèng,a sacrifice (to a god) ; an offering (to one's ancestors) ; to consecrate ; to enshrine and worship,7.0,v,亻,-0.23775174598826135
供应,gōng yìng,to offer ; to provide ; to supply,4.0,"vn,v",亻,-0.7177660580941434
供求,gōng qiú,supply and demand (economics),7.0,n,亻,0.7756067162860476
供给,gōng jǐ,supply (as in supply and demand) ; to furnish ; to provide,6.0,"vn,v",亻,-0.5985022154864073
依据,yī jù,according to ; basis ; foundation,5.0,"n,p,v",亻,-0.4503602607829949
依次,yī cì,in order ; in succession,6.0,d,亻,3.960853323352987
依法,yī fǎ,according to law ; legal (proceedings),5.0,d,亻,0.3428741710655116
依然,yī rán,as before ; still,4.0,"d,z",亻,-0.437590060921373
依照,yī zhào,according to ; in light of,5.0,"p,v",亻,-0.7121561887350117
依旧,yī jiù,as before ; still,5.0,"z,d",亻,0.5208291382247444
依赖,yī lài,to be dependent on ; to depend on,6.0,"v,vn",亻,-1.0052089880278043
依靠,yī kào,to depend on ; to rely on sth (for support etc),4.0,"v,vn",亻,-0.36793957330625016
侮辱,wǔ rǔ,dishonor ; to humiliate ; to insult,7.0,"v,vn",亻,0.41291522216258947
侵占,qīn zhàn,to invade and occupy (territory),7.0,v,亻,0.06102931770652347
侵害,qīn hài,to encroach on ; to infringe on,7.0,"v,vn",亻,-0.5146612546936232
侵权,qīn quán,infringement ; to infringe the rights of ; to violate,7.0,"vn,v",亻,-0.2509007165473781
侵犯,qīn fàn,to assault ; to encroach on ; to infringe on ; to violate,6.0,"v,vn",亻,-1.0450464631871097
侵略,qīn lu:è,invasion ; to invade,7.0,"v,vn",亻,-0.5594458672910106
便利,biàn lì,convenient ; easy ; to facilitate,5.0,"a,an,v,vn",亻,-0.28331748554955744
便宜,biàn yí | pián yi,cheap ; convenient ; inexpensive ; small advantages ; to let sb off lightly,2.0,"a,v,an",亻,-0.19052894302520612
便捷,biàn jié,convenient and fast,7.0,a,亻,4.6821886961685895
